0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
10006, 0, 0, 0
10016, 0, 0, 0
10027, 0, 0, 0
10037, 0, 0, 0
10047, 0, 0, 0
10057, 0, 0, 0
10067, 0, 0, 0
10077, 0, 0, 0
10087, 0, 0, 0
10097, 0, 0, 0
10107, 0, 0, 0
10117, 0, 0, 0
10127, 0, 0, 0
10137, 0, 0, 0
10147, 0, 0, 0
10157, 0, 0, 0
10167, 0, 0, 0
10177, 0, 0, 0
10187, 0, 0, 0
10198, 0, 0, 0
10208, 0, 0, 0
10218, 0, 0, 0
10228, 0, 0, 0
10238, 0, 0, 0
10248, 0, 0, 0
10258, 0, 0, 0
10268, 0, 0, 0
10278, 0, 0, 0
10288, 0, 0, 0
10298, 0, 0, 0
10308, 0, 0, 0
10318, 0, 0, 0
10328, 0, 0, 0
10338, 0, 0, 0
10348, 0, 0, 0
10358, 0, 0, 0
10368, 0, 0, 0
10378, 0, 0, 0
10388, 0, 0, 0
10398, 0, 0, 0
10408, 0, 0, 0
10418, 0, 0, 0
10428, 0, 0, 0
10438, 0, 0, 0
10448, 0, 0, 0
10458, 0, 0, 0
10468, 0, 0, 0
10478, 0, 0, 0
10488, 0, 0, 0
10498, 0, 0, 0
10508, 0, 0, 0
10518, 0, 0, 0
10528, 0, 0, 0
10539, 0, 0, 0
10549, 0, 0, 0
10559, 0, 0, 0
10569, 0, 0, 0
10579, 0, 0, 0
10589, 0, 0, 0
10599, 0, 0, 0
10609, 0, 0, 0
10619, 0, 0, 0
10629, 0, 0, 0
10639, 0, 0, 0
10649, 0, 0, 0
10659, 0, 0, 0
10669, 0, 0, 0
10679, 0, 0, 0
10689, 0, 0, 0
10699, 0, 0, 0
10710, 0, 0, 0
10723, 0, 0, 0
10733, 0, 0, 0
10743, 0, 0, 0
10753, 0, 0, 0
10763, 0, 0, 0
10773, 0, 0, 0
10783, 0, 0, 0
10793, 0, 0, 0
10803, 0, 0, 0
10813, 0, 0, 0
10823, 0, 0, 0
10833, 0, 0, 0
10843, 0, 0, 0
10853, 0, 0, 0
10863, 0, 0, 0
10873, 0, 0, 0
10883, 0, 0, 0
10893, 0, 0, 0
10903, 0, 0, 0
10913, 0, 0, 0
10923, 0, 0, 0
10933, 0, 0, 0
10943, 0, 0, 0
10953, 0, 0, 0
10963, 0, 0, 0
10973, 0, 0, 0
